source_audio,relative_audio,status,error,duration_ms,frame_count,segment_count,voiced_frame_count,voiced_frame_ratio,dominant_frame_label,dominant_segment_label,subharmonics_candidate_count,sidebands_candidate_count,chaos_candidate_count,frequency_jump_candidate_count,mean_ampl,mean_pitch_voiced,mean_amEnvDep,mean_amMsPurity,mean_HNR,mean_roughness,mean_entropy,mean_subDep,median_ampl,median_pitch_voiced,median_amEnvDep,median_amMsPurity,median_HNR,median_roughness,median_entropy,median_subDep,frame_none_count,frame_none_ratio,segment_none_count,frame_unvoiced_count,frame_unvoiced_ratio,segment_unvoiced_count,frame_subharmonics_count,frame_subharmonics_ratio,segment_subharmonics_count,frame_sidebands_count,frame_sidebands_ratio,segment_sidebands_count,frame_chaos_count,frame_chaos_ratio,segment_chaos_count,frame_frequency_jump_count,frame_frequency_jump_ratio,segment_frequency_jump_count
/mnt/extra/xsl/LibriSeVoc/diffwave/103_1241_000025_000007_gen.wav,103_1241_000025_000007_gen.wav,ok,,5875.0,235,85,169,0.7191489361702128,None,Sidebands,36,143,0,2,7.952412433050081e-12,460.3670454419676,0.2539660685456574,,10.3702081289775,12.949585042482143,0.30031304544192966,0.07207668720068468,5.53734309996057e-12,240.041556472462,0.219799519215082,,10.0868647185212,12.9495850424821,0.276515585615746,0.0359308914502858,74,0.3148936170212766,18,66,0.28085106382978725,14,36,0.15319148936170213,23,58,0.24680851063829787,29,0,0.0,0,1,0.00425531914893617,1
/mnt/extra/xsl/LibriSeVoc/diffwave/103_1241_000021_000000_gen.wav,103_1241_000021_000000_gen.wav,ok,,6125.0,245,89,142,0.5795918367346938,Unvoiced,Sidebands,32,152,0,4,7.209300830716307e-12,368.63608085735603,0.24333556452955415,,9.513124765803818,14.784318410600141,0.3086417929810461,0.07881636674299294,5.26012586874369e-12,221.079423067555,0.225467600273387,,9.044749589806075,14.7843184106001,0.289988338342456,0.04215678535626355,59,0.24081632653061225,17,103,0.4204081632653061,22,32,0.1306122448979592,21,50,0.20408163265306123,28,0,0.0,0,1,0.004081632653061225,1
/mnt/extra/xsl/LibriSeVoc/diffwave/103_1241_000004_000002_gen.wav,103_1241_000004_000002_gen.wav,ok,,5475.0,219,85,129,0.589041095890411,Unvoiced,Sidebands,32,147,0,4,7.298478957384989e-12,474.31715497703453,0.25579729786873334,,10.651172769892698,14.125856438813997,0.31408985553156643,0.08077253100618763,3.93197239058144e-12,245.902368258036,0.229598227790938,,10.5616325281065,14.125856438814,0.287278168239819,0.0392401561541606,53,0.2420091324200913,13,90,0.410958904109589,21,32,0.1461187214611872,21,43,0.1963470319634703,29,0,0.0,0,1,0.0045662100456621,1
/mnt/extra/xsl/LibriSeVoc/diffwave/1034_121119_000010_000004_gen.wav,1034_121119_000010_000004_gen.wav,ok,,6125.0,245,86,186,0.7591836734693878,Sidebands,Sidebands,49,206,0,12,2.298124645983261e-11,262.2616418329619,0.3243379354416252,,8.895862089392184,15.086034431078886,0.1527676789872276,0.08984581300694383,1.6840281138935e-11,151.630813629418,0.279469422170502,,7.940787690282485,15.0860344310789,0.0943547614546071,0.0178219176325304,26,0.10612244897959183,11,59,0.24081632653061225,11,49,0.2,29,105,0.42857142857142855,29,0,0.0,0,6,0.024489795918367346,6
/mnt/extra/xsl/LibriSeVoc/diffwave/103_1241_000017_000000_gen.wav,103_1241_000017_000000_gen.wav,ok,,5300.0,212,70,130,0.6132075471698113,Unvoiced,Sidebands,19,132,0,4,8.854458292570998e-12,401.55123371170686,0.23567708921270913,,10.929417763297439,14.617374631374238,0.3157208699108047,0.06017515440531279,6.145589359621845e-12,224.3532236768155,0.2231341948741025,,11.0782384196035,14.6173746313742,0.276179869462244,0.02982724779505195,58,0.27358490566037735,14,82,0.3867924528301887,14,19,0.08962264150943396,17,50,0.2358490566037736,22,0,0.0,0,3,0.014150943396226415,3
/mnt/extra/xsl/LibriSeVoc/diffwave/1034_121119_000010_000006_gen.wav,1034_121119_000010_000006_gen.wav,ok,,7450.0,298,102,219,0.7348993288590604,Sidebands,Sidebands,42,263,0,15,2.4372251772484338e-11,240.4040855814742,0.3435945986472123,,10.082647224087747,14.784961810315053,0.16887217022259746,0.06814869681649172,2.03464947083946e-11,141.500753224598,0.32817702518719105,,9.440009068507285,14.78496181031505,0.09264064864367624,0.0236756345920874,10,0.03355704697986577,7,79,0.2651006711409396,17,42,0.14093959731543623,30,161,0.540268456375839,42,0,0.0,0,6,0.020134228187919462,6
/mnt/extra/xsl/LibriSeVoc/diffwave/1034_121119_000040_000001_gen.wav,1034_121119_000040_000001_gen.wav,ok,,8375.0,335,101,236,0.7044776119402985,Sidebands,Sidebands,51,302,0,11,1.9193352553410374e-11,364.53120428200657,0.3835550455104386,,10.979223749228472,16.821003306414692,0.1677674396993597,0.0756977476767963,1.58554171201505e-11,129.0149277716065,0.348908939723804,,10.1872621893557,16.8210033064147,0.0880035547521539,0.02589175630418695,9,0.026865671641791045,7,99,0.2955223880597015,20,51,0.15223880597014924,30,168,0.5014925373134328,36,0,0.0,0,8,0.023880597014925373,8
/mnt/extra/xsl/LibriSeVoc/diffwave/1034_121119_000028_000001_gen.wav,1034_121119_000028_000001_gen.wav,ok,,8050.0,322,105,237,0.7360248447204969,Sidebands,Sidebands,80,295,0,13,2.1511045432812375e-11,349.17525123878687,0.36885796151095723,,10.093783043190406,16.078249135893337,0.18313802126123707,0.10176611705775893,1.773173204765315e-11,152.071784524599,0.35102202319388,,9.02574192379941,16.0782491358933,0.0995164522379153,0.0310378828170448,16,0.049689440993788817,6,85,0.2639751552795031,20,80,0.2484472049689441,34,134,0.4161490683229814,38,0,0.0,0,7,0.021739130434782608,7
/mnt/extra/xsl/LibriSeVoc/diffwave/1034_121119_000065_000003_gen.wav,1034_121119_000065_000003_gen.wav,ok,,8550.0,342,108,218,0.6374269005847953,Unvoiced,Sidebands,78,301,0,8,2.891107347319298e-11,215.22327761322165,0.36154024910592686,,10.261176114065654,16.622141432770373,0.18710341001019176,0.14289880143000097,1.984080089382085e-11,157.54945267637748,0.333768463470613,,9.6821952631504,16.6221414327704,0.104425930392471,0.0616063066299802,15,0.043859649122807015,8,124,0.36257309941520466,27,78,0.22807017543859648,31,122,0.3567251461988304,39,0,0.0,0,3,0.008771929824561403,3
/mnt/extra/xsl/LibriSeVoc/diffwave/1034_121119_000052_000002_gen.wav,1034_121119_000052_000002_gen.wav,ok,,11125.0,445,127,311,0.698876404494382,Sidebands,Sidebands,84,412,0,10,2.0432174334330948e-11,319.1325601302541,0.3995277974230888,-30.469900829465683,9.777539105131673,17.304677977349044,0.2013254646862857,0.08981662600765848,1.6445418521782e-11,128.285241038026,0.374509312525517,-30.1501550351312,9.37349747642904,16.9137264999157,0.0991036771824085,0.0223479822792867,10,0.02247191011235955,6,134,0.30112359550561796,30,84,0.18876404494382024,37,213,0.4786516853932584,50,0,0.0,0,4,0.008988764044943821,4
/mnt/extra/xsl/LibriSeVoc/diffwave/103_1241_000034_000005_gen.wav,103_1241_000034_000005_gen.wav,ok,,5900.0,236,77,124,0.5254237288135594,Unvoiced,Sidebands,28,177,0,3,6.7076810720845076e-12,530.2093046410548,0.27152136094327944,,11.467555811085798,14.112769179030543,0.3329752589019326,0.08223276842598236,3.644222913620445e-12,227.489812482232,0.247751434615741,,11.7397457741227,14.11276917903055,0.303559921727958,0.03727268155140795,40,0.1694915254237288,12,112,0.4745762711864407,16,28,0.11864406779661017,21,54,0.2288135593220339,26,0,0.0,0,2,0.00847457627118644,2
/mnt/extra/xsl/LibriSeVoc/diffwave/103_1241_000014_000003_gen.wav,103_1241_000014_000003_gen.wav,ok,,9575.0,383,130,260,0.6788511749347258,None,Sidebands,58,209,0,7,8.069819800685465e-12,484.36308739702264,0.22230467268461793,,10.652366456530222,14.417033366799812,0.29972578676460493,0.07176842161995804,5.51611055614293e-12,209.0679395554135,0.195351241491965,,10.554128399906,14.4170333667998,0.241247765572005,0.0346886489736484,125,0.3263707571801567,25,123,0.32114882506527415,23,58,0.1514360313315927,39,74,0.19321148825065274,40,0,0.0,0,3,0.007832898172323759,3
/mnt/extra/xsl/LibriSeVoc/diffwave/103_1241_000042_000001_gen.wav,103_1241_000042_000001_gen.wav,ok,,5425.0,217,82,167,0.7695852534562212,Sidebands,Sidebands,36,147,0,3,1.0954302746417742e-11,415.476493378643,0.24533520876790135,,10.782908628655566,12.792505961126267,0.2804900212660451,0.06928412779639176,8.0329561977213e-12,282.182759757326,0.22880042163959,,10.05975096639205,12.7925059611263,0.249542381865195,0.0358507086862674,57,0.2626728110599078,18,50,0.2304147465437788,12,36,0.16589861751152074,23,73,0.33640552995391704,28,0,0.0,0,1,0.004608294930875576,1
/mnt/extra/xsl/LibriSeVoc/diffwave/1040_133433_000033_000000_gen.wav,1040_133433_000033_000000_gen.wav,ok,,6900.0,276,91,191,0.6920289855072463,Sidebands,Sidebands,56,217,0,8,8.142976231418692e-12,207.19527245634836,0.27868611161725215,,7.85649020341999,14.565542619872561,0.27154632272675944,0.09754126430401754,5.54153209613912e-12,153.189104839908,0.260649979591817,,7.26943045785447,14.56554261987255,0.208669395663988,0.0439054125196036,30,0.10869565217391304,16,85,0.3079710144927536,20,56,0.2028985507246377,25,104,0.37681159420289856,29,0,0.0,0,1,0.0036231884057971015,1
/mnt/extra/xsl/LibriSeVoc/diffwave/1034_121119_000002_000001_gen.wav,1034_121119_000002_000001_gen.wav,ok,,15075.0,603,190,441,0.7313432835820896,Sidebands,Sidebands,160,558,0,21,2.7063781280879643e-11,229.13518298454352,0.3773433712349,-31.6094327071788,9.44275125986557,16.61609030814558,0.15258062222345084,0.1225039634535601,2.28869857016221e-11,147.398173568877,0.3581335618562,-31.6094327071788,8.92353615373749,16.6232921775705,0.0849134039163449,0.0573853374152667,19,0.03150912106135987,8,162,0.26865671641791045,36,160,0.26533996683250416,65,254,0.42122719734660036,73,0,0.0,0,8,0.013266998341625208,8
/mnt/extra/xsl/LibriSeVoc/diffwave/1040_133433_000065_000001_gen.wav,1040_133433_000065_000001_gen.wav,ok,,5575.0,223,59,151,0.6771300448430493,Sidebands,Sidebands,21,160,0,2,1.103920624020732e-11,204.4928868799357,0.30101817359691174,,9.379705518359058,14.004914928931687,0.2637344073168836,0.05502194684746956,6.93588413541753e-12,142.760444201351,0.268113905254323,,8.61777366510241,14.0049149289317,0.169876119844687,0.0153833740617611,36,0.16143497757847533,11,72,0.32286995515695066,15,21,0.09417040358744394,12,93,0.4170403587443946,20,0,0.0,0,1,0.004484304932735426,1
/mnt/extra/xsl/LibriSeVoc/diffwave/103_1241_000054_000007_gen.wav,103_1241_000054_000007_gen.wav,ok,,8225.0,329,110,252,0.7659574468085106,None,Sidebands,42,201,0,8,8.522554728668968e-12,411.9864975938404,0.2306227288226271,,11.575081283480886,13.213986535954858,0.2596435971556124,0.060678598845410735,6.5482154077928e-12,224.08574095325503,0.212866782625419,,11.4300134852768,13.2139865359549,0.205751323790802,0.0278168602514334,112,0.3404255319148936,22,77,0.23404255319148937,16,42,0.1276595744680851,28,95,0.2887537993920973,41,0,0.0,0,3,0.00911854103343465,3
/mnt/extra/xsl/LibriSeVoc/diffwave/1040_133433_000056_000000_gen.wav,1040_133433_000056_000000_gen.wav,ok,,6250.0,250,74,163,0.652,Sidebands,Sidebands,22,209,0,4,1.057832712713586e-11,146.119910763258,0.3333531738795243,,8.68502201476546,13.791176385147107,0.2270925047586616,0.04384196979913337,7.37113921467403e-12,129.456139956998,0.324474110483286,,8.78686020962311,13.79117638514715,0.13713434051756201,0.00925154603597388,16,0.064,8,87,0.348,20,22,0.088,17,122,0.488,26,0,0.0,0,3,0.012,3
/mnt/extra/xsl/LibriSeVoc/diffwave/1040_133433_000052_000001_gen.wav,1040_133433_000052_000001_gen.wav,ok,,8050.0,322,101,246,0.7639751552795031,Sidebands,Subharmonics,52,252,0,5,1.5050959492417698e-11,157.26074981382914,0.29505340852733386,,8.096159884348005,13.666159143725112,0.25079714097471156,0.06954223772567113,8.93947597176354e-12,142.81736967445,0.27203267539178955,,7.67518776047573,13.6661591437251,0.1573359212173365,0.0210035846063866,33,0.10248447204968944,18,76,0.2360248447204969,15,52,0.16149068322981366,34,160,0.4968944099378882,33,0,0.0,0,1,0.003105590062111801,1
